pr,title,action,release_tag,rep_commit,rep_ymd,rep_order,commits,files,insertions,deletions,churn,start_date,end_date,topdirs,subsys,arch
2337,arch-riscv: Add RVV support for riscv32 ISA,新增/支持,v25.1.0.0,178735413b343387425267f3414d8898a245824e,2025-06-03,3813,1,1,4,4,8,2025-06-03T14:56:32-07:00,2025-06-03T14:56:32-07:00,src,arch,riscv
2346,Add missing operands to disassembly for common arm instructions,新增/支持,v25.1.0.0,ff18a3dae9e7bd5af9bfe688098ee067333dfa78,2025-06-06,3820,1,0,0,0,0,2025-06-06T10:21:15+01:00,2025-06-06T10:21:15+01:00,,,
2356,tests: Update fs tests to use the 24.04 disk images,测试,v25.1.0.0,efdfe1ab5f12db432256721ed78a030be1461a99,2025-06-06,3823,1,4,37,48,85,2025-06-06T14:09:39-07:00,2025-06-06T14:09:39-07:00,tests,tests,
2350,arch-vega: Included modifiers support in vop3_cmp instructions,新增/支持,v25.1.0.0,00aae58656938fa1f4aaf0803740f9920181cbf9,2025-06-09,3824,1,1,308,0,308,2025-06-09T08:47:23-07:00,2025-06-09T08:47:23-07:00,src,arch,amdgpu
2357,mem: Skip redundant test in AddrRange::isSubset in 1-byte ranges.,测试,v25.1.0.0,825cae5691c5da2401a8b560bc73682901bb5565,2025-06-09,3826,1,1,11,2,13,2025-06-09T10:26:02-07:00,2025-06-09T10:26:02-07:00,src,base,
2348,sim: remove cerr and improve macOS support in init_signals.cc,新增/支持,v25.0.0.0,9fafef35af83ff2370551f2bbb8b67cb67ffc62c,2025-06-09,3847,2,1,10,6,16,2025-06-06T10:45:06-07:00,2025-06-09T01:40:04-07:00,src,sim,
2349,"util, stdlib: changes to hypercall external signal",其他,v25.0.0.0,bd4a543cc4436066e6481c9489bee7abcbaf1603,2025-06-09,3848,2,3,30,4,34,2025-06-06T12:31:18-07:00,2025-06-09T01:40:21-07:00,"util, src","util, python",
2355,arch-riscv: Fix timing walk exit path on early fault,修复/纠错,v25.0.0.0,34571cc20ffaf55892605761a8a26b272e81da9e,2025-06-09,3850,2,2,88,18,106,2025-06-09T09:25:05-07:00,2025-06-09T09:38:09-07:00,src,arch,riscv
2361,build(deps): bump requests from 2.32.0 to 2.32.4 in /util/gem5-resources-manager,更新/依赖,v25.0.0.0,fe30ac74ef14431d0b0719d025f1621691525cf5,2025-06-10,3851,2,1,2,2,4,2025-06-10T11:07:00-07:00,2025-06-10T11:35:35-07:00,util,util,
2021,arch-riscv: Fix incorrect vector unit-stride segment load instructions,修复/纠错,v25.0.0.0,9222fe71493a5a7ba53f4fb03b0c9be5824fb2a6,2025-06-10,3852,2,3,128,18,146,2025-06-03T15:45:36-07:00,2025-06-10T11:35:49-07:00,src,"arch, cpu/o3",riscv
2307,arch-riscv: fix vcpyvs µops for vector indexed loads,修复/纠错,v25.0.0.0,c36e041c7467f39810d69016ae5a81632363093d,2025-06-10,3853,2,1,18,10,28,2025-06-10T11:30:50-07:00,2025-06-10T11:36:05-07:00,src,arch,riscv
2343,tests: Update pyunit tests to work with v25.0,测试,v25.0.0.0,ac32d2abab75de84a970110397c8fbf0d9eaee7c,2025-06-10,3854,2,6,112,84,196,2025-06-10T12:39:20-07:00,2025-06-10T12:40:36-07:00,tests,tests,
2363,tests: Fix x86 boot test by removing overriding of kernel args,测试,v25.0.0.0,99bd5fee3a6a7ad232ad530d07ff80d3f582166a,2025-06-11,3856,2,1,2,4,6,2025-06-10T23:15:00-07:00,2025-06-11T02:49:12-07:00,tests,tests,
2366,tests: CHI_ prefix needed after ALL protocol PR,测试,v25.0.0.0,929e5deed12f7a44e2261d5b983fccba9e71f489,2025-06-11,3859,2,1,2,2,4,2025-06-11T18:04:04+01:00,2025-06-11T21:10:54-07:00,tests,tests,
2367,stdlib: Return HTTP error for Azure Func API,其他,v25.0.0.0,3ac583d4a52732d87895134be5531671602367b3,2025-06-11,3860,2,1,46,10,56,2025-06-11T21:03:24-07:00,2025-06-11T21:11:08-07:00,src,python,
2360,stdlib: change multisim stderr.txt to simerr.txt,其他,v25.0.0.0,cd210807b2dd1e5d99e12bfa7ba3474e845ec781,2025-06-11,3861,2,1,4,4,8,2025-06-11T14:55:14-07:00,2025-06-11T21:11:30-07:00,src,python,
2365,tests: Reduce Nightly/Weekly X86/ARM Boot tests,测试,v25.0.0.0,d90d9e77de44b879d25e69dc7cf5da81c85b164f,2025-06-11,3862,2,3,55,16,71,2025-06-11T21:04:03-07:00,2025-06-11T21:11:44-07:00,tests,tests,
2368,stdlib: Append resource version to cached resource filename,更新/依赖,v25.1.0.0,3091cee1be931f51f7430b2242f7225e62db9ba2,2025-06-16,3839,1,5,33,9,42,2025-06-16T10:13:03-07:00,2025-06-16T10:13:03-07:00,"tests, configs, src","tests, configs, python",
2380,"arch-arm,configs: Add option to populate PMU statCounters in baremetal.py",新增/支持,v25.1.0.0,cb2c8ffa9d4321cdb1891d1835f2bed9658cb173,2025-06-16,3842,1,0,0,0,0,2025-06-16T14:04:00-07:00,2025-06-16T14:04:00-07:00,,,
2378,arch-arm: Enable new FP extensions in SE mode,新增/支持,v25.1.0.0,e2438a6eab3213017d8daeec3a0b33cb9d1de79c,2025-06-17,3843,1,2,6,2,8,2025-06-17T08:57:16+01:00,2025-06-17T08:57:16+01:00,src,arch,arm
2376,arch-riscv: Fix PMP checking,修复/纠错,v25.1.0.0,5286276b9ed388b2a9bf6b64e054f1a9a7b69376,2025-06-17,3845,1,2,33,41,74,2025-06-17T15:42:33-07:00,2025-06-17T15:42:33-07:00,src,arch,riscv
2336,misc: v25.0.0.0 release notes,其他,v25.0.0.0,0a90390078a2d476d5808dd27b990bbaa6863eb3,2025-06-17,3864,1,1,227,1,228,2025-06-17T11:25:51-07:00,2025-06-17T11:25:51-07:00,RELEASE-NOTES.md,RELEASE-NOTES.md,
2371,arch-arm: Automatically enable stat probe listeners,新增/支持,v25.0.0.0,1a849a5beea48a684132b90828b314f633d9716f,2025-06-17,3865,2,1,28,4,32,2025-06-16T17:17:04+01:00,2025-06-17T11:31:12-07:00,src,arch,arm
2082,tests: add tests for restoring from checkpoints using multisim,测试,v25.0.0.0,4b61b826a678c3b72a99972eac8994d83b52cd96,2025-06-17,3866,2,3,466,0,466,2025-06-17T11:09:56-07:00,2025-06-17T11:31:27-07:00,tests,tests,
2362,arch-riscv: Remove unneeded flushAll,移除/弃用,v25.0.0.0,098bf6a33a21ac60d581393c361828898f502f3d,2025-06-17,3867,2,3,0,96,96,2025-06-11T15:53:41-07:00,2025-06-17T11:32:00-07:00,src,arch,riscv
2341,arch-riscv: Remove N extension,移除/弃用,v25.0.0.0,6856aee02cf9e277815e0c7acc8a9f7087fa532f,2025-06-17,3868,2,11,60,1044,1104,2025-06-11T15:51:36-07:00,2025-06-17T11:32:21-07:00,src,arch,riscv
2379,arch-arm: Generate disable PMU ExitEvent when local disable,其他,v25.1.0.0,cbef540d2cf99f7bc10e9c731f5bc2db08e1da0c,2025-06-18,3870,1,2,39,9,48,2025-06-18T09:57:50-07:00,2025-06-18T09:57:50-07:00,src,arch,arm
2322,misc: Release v25.0.0.0,其他,v25.0.0.0,d22064c1c05f5857431219da888de7e29a268c16,2025-06-18,4018,1,0,0,0,0,2025-06-18T00:16:35-07:00,2025-06-18T00:16:35-07:00,,,
2386,arch-riscv: Fix mstatus.mprv check,修复/纠错,v25.1.0.0,f86f0102774d91a818d6714fffe67e495a37f7eb,2025-06-23,3871,1,1,5,1,6,2025-06-23T10:11:48-07:00,2025-06-23T10:11:48-07:00,src,arch,riscv
2312,cpu-o3: stall fetch from commit when trap event is pending,其他,v25.1.0.0,a30d641f484b4915c6b34a57e34c25deac148d9a,2025-06-25,3873,1,3,15,0,15,2025-06-25T10:06:50-07:00,2025-06-25T10:06:50-07:00,src,cpu/o3,
2396,configs: Fix bootloader argument parsing in legacy RISC-V script,修复/纠错,v25.1.0.0,3cfe63181c61704617a622d49ed5b13949e599d0,2025-06-25,3874,1,1,2,1,3,2025-06-25T10:08:36-07:00,2025-06-25T10:08:36-07:00,configs,configs,
2400,arch-riscv: Fix bootloader & kernel load address,修复/纠错,v25.1.0.0,6656a34ac8b11fdf349a250965179c6274ef7a9f,2025-06-27,3877,1,0,0,0,0,2025-06-27T09:56:08-07:00,2025-06-27T09:56:08-07:00,,,
2412,mem-cache: Fix FIFO RP invalidation,修复/纠错,v25.1.0.0,477508aee400c603c8881b7a73c590552d39f8d2,2025-06-30,3880,1,0,0,0,0,2025-06-30T09:59:30-07:00,2025-06-30T09:59:30-07:00,,,
2394,"arch-vega: Implement CDNA4 (MI350) instructions, part 1",新增/支持,v25.1.0.0,332756a064780328777cc196f18d73255293243f,2025-07-01,3889,1,0,0,0,0,2025-07-01T07:39:13-07:00,2025-07-01T07:39:13-07:00,,,
2419,misc: bump mypy from 1.16.0 to 1.16.1,更新/依赖,v25.1.0.0,66c4b574c34ce19a6e49aa2ef4c7677a69dd6bc8,2025-07-02,3891,1,1,1,1,2,2025-07-02T09:58:32-07:00,2025-07-02T09:58:32-07:00,requirements.txt,requirements.txt,
2417,arch-riscv: Make PLIC output latency configurable,其他,v25.1.0.0,120625cb9b439658930b349ca0ec29bd0c901e0c,2025-07-02,3892,1,3,11,1,12,2025-07-02T11:22:46-07:00,2025-07-02T11:22:46-07:00,src,dev,
2401,configs: deprecate configs/example/riscv/fs_linux.py,移除/弃用,v25.1.0.0,41e27089b39409588d0ae76a971c78846218c360,2025-07-03,3893,1,1,0,0,0,2025-07-03T11:05:20-07:00,2025-07-03T11:05:20-07:00,configs,configs,
2418,arch-vega: MI350 microscaling updates,其他,v25.1.0.0,f4000aa15cb542aecaaf25d00838604df6b23294,2025-07-06,3896,1,0,0,0,0,2025-07-06T16:24:05-05:00,2025-07-06T16:24:05-05:00,,,
2308,cpu: Add user-mode stats,新增/支持,v25.1.0.0,9a4feaaa4868bf38646fa98f9e911ec8a333430b,2025-07-07,3897,1,8,75,10,85,2025-07-07T10:26:45-07:00,2025-07-07T10:26:45-07:00,src,"cpu, cpu/o3, cpu/minor, cpu/simple",
362,misc: Add git-clang-format to pre-commit with wrapper script,新增/支持,v25.1.0.0,6e287f3da5398f37fec7bad139c0241d5d446440,2025-07-08,3911,1,3,467,1,468,2025-07-08T11:14:26+01:00,2025-07-08T11:14:26+01:00,".clang-format, .pre-commit-config.yaml, util",".clang-format, .pre-commit-config.yaml, util",
2420,"dev-amdgpu: Update GPU SDMA model to support non-zero VMID packets, MMIOs, and fix SDMA poll livelock",更新/依赖,v25.1.0.0,954dc0effc28d5cec7fec006e8536577e79e7a70,2025-07-09,3901,1,0,0,0,0,2025-07-09T12:08:28-05:00,2025-07-09T12:08:28-05:00,,,
2422,arch-vega: Fix incorrect address translation caused by tlb,修复/纠错,v25.1.0.0,6f1b62349c06f340f03191620bf3a118399f0cbb,2025-07-09,3903,1,0,0,0,0,2025-07-09T12:09:44-05:00,2025-07-09T12:09:44-05:00,,,
2432,cpu-o3: Specify unit of measurement for LSQ loadToUse stat,其他,v25.1.0.0,d7ae428ed509283edd389b2f0305cd8d7911c29d,2025-07-09,3905,1,0,0,0,0,2025-07-09T22:44:56+02:00,2025-07-09T22:44:56+02:00,,,
2421,misc: fix include paths,修复/纠错,v25.1.0.0,9080de78b022bf0a6a441a0beb4435cc60eb483f,2025-07-10,3906,1,3,4,2,6,2025-07-10T11:34:46-07:00,2025-07-10T11:34:46-07:00,"src, .gitignore",".gitignore, arch, mem/cache",riscv
2425,configs: Allow GPU-FS to use HBMCtrl memory controller,其他,v25.1.0.0,654fa090c17c82eeaefff7435929528e858afcf6,2025-07-10,3908,1,0,0,0,0,2025-07-10T14:10:01-05:00,2025-07-10T14:10:01-05:00,,,
2427,arch-vega: Implement all MI355X conversion instructions,新增/支持,v25.1.0.0,dbad721361ae31287d3f33e326d87b564c6a83f5,2025-07-10,3910,1,0,0,0,0,2025-07-10T22:42:09-05:00,2025-07-10T22:42:09-05:00,,,
2314,Introduce git-clang-format to gem5 with wrapper script (Option 2 of 2),新增/支持,v25.1.0.0,31f0800acfe8d22383f4d50b5458452582fc060c,2025-07-11,3913,1,0,0,0,0,2025-07-11T16:46:05+01:00,2025-07-11T16:46:05+01:00,,,
2409,scons: Update build_tools to enable importing,更新/依赖,v25.1.0.0,da3597cf5dbca00e90d3ec1418793c3f3ee94207,2025-07-11,3914,1,8,980,777,1757,2025-07-11T10:20:01-07:00,2025-07-11T10:20:01-07:00,build_tools,build_tools,
2436,arch-vega: GPU TLB Multi Page Size Support,新增/支持,v25.1.0.0,8d3f84e3b48861968bfa46f676526c204a5e1bfb,2025-07-11,3915,1,2,37,18,55,2025-07-11T10:28:18-07:00,2025-07-11T10:28:18-07:00,src,arch,amdgpu
2408,misc: Add gitignore for ext/sst,新增/支持,v25.1.0.0,bab3ceef48ad82b774c2efc995cdd9499e1fc502,2025-07-11,3916,1,1,6,0,6,2025-07-11T10:37:20-07:00,2025-07-11T10:37:20-07:00,ext,ext,
2435,arch-vega: Add Large Pagesize Support to GPU TLB Coalescer,新增/支持,v25.1.0.0,56aca813700a6b107f2282f15af5e4d2cad0d0e2,2025-07-12,3917,1,3,136,23,159,2025-07-12T13:56:08-07:00,2025-07-12T13:56:08-07:00,src,arch,amdgpu
2444,cpu-o3: Print OpClass name instead of number for debug purposes,其他,v25.1.0.0,8625ae6365598b4a10cf177b2bfc01353465b7fd,2025-07-14,3918,1,1,6,6,12,2025-07-14T10:20:39-07:00,2025-07-14T10:20:39-07:00,src,cpu/o3,
2445,stdlib: Fix orchestrator exit handler workload id,修复/纠错,v25.1.0.0,888f06dd286866acd7c68489399cf2bdae2ef853,2025-07-15,3920,1,1,5,1,6,2025-07-15T10:49:21-07:00,2025-07-15T10:49:21-07:00,src,python,
2431,mem-cache: Report Blocked_NoWBBuffers as cache blocking cause,其他,v25.1.0.0,b9d4906125249ad9dbc7c4c929c3f4dfb2d348a5,2025-07-16,3921,1,1,4,1,5,2025-07-16T08:48:04+01:00,2025-07-16T08:48:04+01:00,src,mem/cache,
2416,dev: Export reg bank's offsetMap,其他,v25.1.0.0,87a9aea67215921ad69ff365816bc1cf993481ff,2025-07-16,3922,1,1,2,0,2,2025-07-16T11:04:23-07:00,2025-07-16T11:04:23-07:00,src,dev,
2451,arch-vega: Fix compile errors on clang 17,修复/纠错,v25.1.0.0,afe83fb616a76eb206b174121f16253b50ca4f9b,2025-07-16,3923,1,2,42,43,85,2025-07-16T13:20:16-07:00,2025-07-16T13:20:16-07:00,src,arch,amdgpu
2447,systemc: Fix tlm::tlm_dmi usage,修复/纠错,v25.1.0.0,ee39a57b176603d82554efa046515577683d075d,2025-07-17,3925,1,1,4,1,5,2025-07-17T11:46:26-07:00,2025-07-17T11:46:26-07:00,src,src,
2393,arch-arm: Add FEAT_AFP and enable in AdvSimd instructions,新增/支持,v25.1.0.0,7693819af6aa9179d2397336358e64d88ad1655a,2025-07-22,3927,1,0,0,0,0,2025-07-22T17:28:02+01:00,2025-07-22T17:28:02+01:00,,,
2452,configs: deprecate configs/example/gem5_library/riscv-fs.py,移除/弃用,v25.1.0.0,b2eeb9c68ad28e2d7c568fffcfb9d89fd9db8536,2025-07-23,3928,1,1,0,0,0,2025-07-23T10:50:20-07:00,2025-07-23T10:50:20-07:00,configs,configs,
2468,misc: Modify clang-format to no break in method declarations,其他,v25.1.0.0,a06c50a27dcc31d10ac36e5ca8ff80ab0e45859b,2025-07-24,3929,1,1,2,1,3,2025-07-24T10:11:09+01:00,2025-07-24T10:11:09+01:00,.clang-format,.clang-format,
2459,stdlib: add Simulator API to schedule hypercall 6 exits,新增/支持,v25.1.0.0,3388cd42866a9f3cb6557cd697e088664713f68b,2025-07-24,3930,1,1,53,0,53,2025-07-24T10:44:23-07:00,2025-07-24T10:44:23-07:00,src,python,
2467,misc: define default hypercall ids in new header,新增/支持,v25.1.0.0,d7d0a73e70412d93724d7bdc3376c4a1753c8427,2025-07-24,3932,1,1,42,0,42,2025-07-24T10:50:42-07:00,2025-07-24T10:50:42-07:00,include,include,
2469,sim: Add map to sim_exit.hh includes,新增/支持,v25.1.0.0,9bc48c873b2c63507e10031081a111bd3975bbce,2025-07-24,3933,1,1,1,0,1,2025-07-24T10:52:24-07:00,2025-07-24T10:52:24-07:00,src,sim,
2472,stdlib: return ticks to seconds conversion in exit handler,其他,v25.1.0.0,a83f643dbbd0db7fa8fa026ee67dde80cfa7edd3,2025-07-24,3934,1,1,3,0,3,2025-07-24T10:53:44-07:00,2025-07-24T10:53:44-07:00,src,python,
2407,python: Remove m5 internal,移除/弃用,v25.1.0.0,5a24d3733a49d9a5e027c14b7d328128e01d96f7,2025-07-24,3938,1,0,0,0,0,2025-07-24T11:19:55-07:00,2025-07-24T11:19:55-07:00,,,
2478,arch-vega: Improve MFMA precision to match MI300X hardware,其他,v25.1.0.0,f8d05ce80c15b3d366fef9410670d6a32f20519b,2025-07-25,3939,1,1,3,2,5,2025-07-25T23:42:48-07:00,2025-07-25T23:42:48-07:00,src,arch,amdgpu
2228,misc: Add useful workspace settings for GitHub and PR extensions,CI,v25.1.0.0,250bba75f90f7947c35eec6be4dc81c9dda3573e,2025-07-28,3940,1,1,37,0,37,2025-07-28T10:08:21-07:00,2025-07-28T10:08:21-07:00,.vscode,.vscode,
2485,arch-arm: Fix inverted RAO check of HCPTR.TCP10,修复/纠错,v25.1.0.0,5dc014d573711379ec4cbfdf38108f472ec6155d,2025-07-29,3941,1,1,4,4,8,2025-07-29T08:45:39+01:00,2025-07-29T08:45:39+01:00,src,arch,arm
2483,arch-arm: Remove unnecessary operand type CntrlRegNC,移除/弃用,v25.1.0.0,838342a7bc82a49f92e9ba323b183495819e2ee8,2025-07-29,3942,1,1,14,17,31,2025-07-29T08:46:05+01:00,2025-07-29T08:46:05+01:00,src,arch,arm
2465,arch-arm: Split decodeBranchExcSys into multiple sub-functions,其他,v25.1.0.0,355e3a88cece87f99999fde0a5144e6bb1e1013d,2025-07-29,3943,1,1,421,353,774,2025-07-29T12:31:51+01:00,2025-07-29T12:31:51+01:00,src,arch,arm
2489,misc: Use Right PointerAlignment in clang-format,其他,v25.1.0.0,f6dfce5b9dfb7c0f3cda15dd1b542c295cf74ec2,2025-07-29,3944,1,1,1,1,2,2025-07-29T17:51:58+01:00,2025-07-29T17:51:58+01:00,.clang-format,.clang-format,
2487,systemc: Improve SystemC stability,其他,v25.1.0.0,f0aad778249f24bc1392ceb17995a2999e69dd84,2025-07-29,3950,1,0,0,0,0,2025-07-29T10:31:43-07:00,2025-07-29T10:31:43-07:00,,,
2474,arch-riscv: fix bug where next PTW never starts,修复/纠错,v25.1.0.0,121eb2bbc497a680b97cbc26be4bcc1f43db240e,2025-07-30,3952,1,1,10,2,12,2025-07-30T15:19:01-07:00,2025-07-30T15:19:01-07:00,src,arch,riscv
2415,stdlib: remove duplicate ClassicGeneratorExitHandler,移除/弃用,v25.0.0.1,4e2718f50d931294b7cdf787828bc90b6a74b00b,2025-07-30,4019,2,1,0,126,126,2025-07-01T10:00:10-07:00,2025-07-30T05:43:07-07:00,src,python,
2397,util: bump urllib3 to 2.5.0 in util/gem5-resources-manager,更新/依赖,v25.0.0.1,a5ffb90272b27053210f1e75bd45b67dcea002d7,2025-07-30,4020,2,1,2,2,4,2025-06-24T10:46:09-07:00,2025-07-30T05:43:46-07:00,util,util,
2399,cpu: Fix looppoint analysis v25,修复/纠错,v25.0.0.1,35de1ef5d3dc736f5da77e8457a1ea1b9db83bd2,2025-07-30,4021,2,2,10,8,18,2025-07-16T15:56:45-07:00,2025-07-30T05:45:36-07:00,src,cpu/simple,
2492,arch-arm: fix writeback type for AArch32 FP16 instructions,修复/纠错,v25.0.0.1,3a6f3c16b696c3a84059604049ce767d515c757c,2025-07-30,4023,2,1,2,2,4,2025-07-30T05:47:10-07:00,2025-07-30T09:54:56+01:00,src,arch,arm
2464,arch-riscv: populate logBytes/paddr after functional pt walk,其他,v25.0.0.1,415cbec5298535dc1402cac360ff3812c436e308,2025-07-30,4024,2,1,10,2,12,2025-07-24T10:47:03-07:00,2025-07-30T07:58:20-07:00,src,arch,riscv
2441,arch-arm: Add FEAT_FP16 FP instructions,新增/支持,v25.0.0.1,0dd76680027988cd530988cef834e0055af81b8d,2025-07-30,4025,2,2,580,114,694,2025-07-14T18:26:17+01:00,2025-07-30T07:58:20-07:00,src,arch,arm
2477,cpu: move conditional pred out of bpred_unit,重命名/迁移,v25.1.0.0,23f4be207519b1b847414fd01b3d85d5cb45419f,2025-07-31,3953,1,22,347,141,488,2025-07-31T08:31:41+02:00,2025-07-31T08:31:41+02:00,"src, configs","cpu/pred, configs, cpu/minor, cpu/o3, python",
1786,tests: Add a unit test for bloom filters,测试,v25.1.0.0,a56499a75d1e2d9b1e586b44dec0779f04c7bd82,2025-07-31,3954,1,2,396,0,396,2025-07-31T10:36:48-07:00,2025-07-31T10:36:48-07:00,src,base,
2497,arch-riscv: Fix CSR writing mask,修复/纠错,v25.1.0.0,1fc38c9b2c4caee533bc2fb0620da19789d7c0d7,2025-07-31,3955,1,2,61,45,106,2025-07-31T10:47:35-07:00,2025-07-31T10:47:35-07:00,src,arch,riscv
2498,systemc: Fix a bug when length is 0 in get_direct_mem_ptr,修复/纠错,v25.1.0.0,a8cbbb52b5a8d9bc9c127189dbfe546f080f17b9,2025-07-31,3957,1,1,9,0,9,2025-07-31T17:28:51-07:00,2025-07-31T17:28:51-07:00,src,src,
2499,cpu: Workaround missing IsUnconditional flag,其他,v25.1.0.0,c0dc383ff7d506bde9c3a9aaa9fd82ac02736781,2025-08-01,3956,1,2,2,2,4,2025-08-01T00:48:41+02:00,2025-08-01T00:48:41+02:00,src,cpu/pred,
2442,tests: fix kernel panic on kvm switch tests,测试,v25.1.0.0,3a5cea0077312859e83f2d5a33211dfd50240008,2025-08-01,3958,1,1,2,2,4,2025-08-01T10:13:58-07:00,2025-08-01T10:13:58-07:00,tests,tests,
2450,tests: Add tests for running scripts via readfile,测试,v25.1.0.0,618fbfbcff71fca18d5db06767c09c59b6a17d0d,2025-08-01,3959,1,4,201,0,201,2025-08-01T10:38:51-07:00,2025-08-01T10:38:51-07:00,tests,tests,
2510,cpu-o3: Bundle some RenameStats into a vector,其他,v25.1.0.0,0525337c970f2c0cc2e0b1d6a2e4d12a475da868,2025-08-05,3961,1,2,45,41,86,2025-08-05T16:31:54+01:00,2025-08-05T16:31:54+01:00,src,cpu/o3,
2503,misc: bump mypy from 1.16.1 to 1.17.1,更新/依赖,v25.1.0.0,44e0b18fb411c476fded84b03c5a29b764b6cc74,2025-08-05,3962,1,1,1,1,2,2025-08-05T19:53:16-07:00,2025-08-05T19:53:16-07:00,requirements.txt,requirements.txt,
2507,mem: refactor Bridge to allow derived class,重构/整理,v25.1.0.0,6bd546c40936e0df67d189f2da94e7ada6fa58dc,2025-08-06,3963,1,4,118,59,177,2025-08-06T11:59:34+01:00,2025-08-06T11:59:34+01:00,src,mem,
2506,arch-riscv: Fix interrupt delegation 2nd attempt,修复/纠错,v25.1.0.0,a3159398311fb0fb2a65a11cca666a05cc279ccc,2025-08-06,3965,1,1,13,77,90,2025-08-06T12:04:26-07:00,2025-08-06T12:04:26-07:00,src,arch,riscv
2502,cpu: Adapt simpoint listener to new probe structure,新增/支持,v25.0.0.1,e82a08d080db2d1fc7fb09d8b56fd9804c75c3ec,2025-08-06,4026,2,2,8,8,16,2025-08-04T22:44:25+02:00,2025-08-06T16:19:47-07:00,src,cpu/simple,
2512,cpu-o3: properly index time buffer when clearing states,其他,v25.0.0.1,d03208b6aa212c93d6de648b5cacd96e37ec49b1,2025-08-06,4027,2,1,8,6,14,2025-08-06T09:48:49-07:00,2025-08-06T16:19:47-07:00,src,cpu/o3,
2517,cpu-o3: Bundle some DecodeStats into a vector,其他,v25.1.0.0,be8708d4d1a49f8a66e2e3b0bff841938055659b,2025-08-07,3966,1,2,41,34,75,2025-08-07T08:42:02+01:00,2025-08-07T08:42:02+01:00,src,cpu/o3,
2443,misc: Update ci-tests with clang format,测试,v25.1.0.0,3ae55aab557cd188feef141a98ee6f7bf1e6c20b,2025-08-07,3967,1,1,33,0,33,2025-08-07T14:51:46-07:00,2025-08-07T14:51:46-07:00,.github,.github,
2494,misc: split single line if statements and add braces in .clang-format,新增/支持,v25.1.0.0,17c2dc8c071b80f959e3a9f7b5aefd5ad35929df,2025-08-07,3968,1,1,6,1,7,2025-08-07T15:04:46-07:00,2025-08-07T15:04:46-07:00,.clang-format,.clang-format,
2481,python: Prevent SimObject from sharing reference of class member.,修复/纠错,v25.1.0.0,e6b0a0223c32e859c30e7103c92a556e44db586f,2025-08-08,3969,1,1,3,0,3,2025-08-08T09:58:52-07:00,2025-08-08T09:58:52-07:00,src,python,
2519,misc: improvement to clang-format,其他,v25.1.0.0,86cf5fb969eff5bfad1668c71b69361ba362e460,2025-08-11,3970,1,1,10,1,11,2025-08-11T18:14:40+01:00,2025-08-11T18:14:40+01:00,.clang-format,.clang-format,
2515,cpu: BTB update at squash/commit option,更新/依赖,v25.1.0.0,b4b111599abc555fa7a82625b8329b2407362188,2025-08-11,3971,1,3,59,40,99,2025-08-11T10:55:38-07:00,2025-08-11T10:55:38-07:00,src,cpu/pred,
2516,cpu: Tage GHR out-of-bounds at rollover,其他,v25.1.0.0,5829abd58a2ea916a1a338269e35e22b3c5312d2,2025-08-11,3972,1,1,18,6,24,2025-08-11T11:01:00-07:00,2025-08-11T11:01:00-07:00,src,cpu/pred,
2311,mem-ruby: return early response for software prefetches,其他,v25.1.0.0,d446055f5e1d3fb4345c87a86ccd98b9776a9dbb,2025-08-11,3973,1,2,40,0,40,2025-08-11T12:45:39-07:00,2025-08-11T12:45:39-07:00,src,mem,
2520,cpu-o3: Mark some DynInst methods as const,其他,v25.1.0.0,14992bd5ba6e24bf855dbd8ee96a4913ac86f868,2025-08-11,3974,1,1,6,2,8,2025-08-11T15:15:11-07:00,2025-08-11T15:15:11-07:00,src,cpu/o3,
2496,misc: Hotfix 25.0.0.1,其他,v25.0.0.1,ddd4ae35adb0a3df1f1ba11e9a973a5c2f8c2944,2025-08-11,4030,1,0,0,0,0,2025-08-11T14:05:47-07:00,2025-08-11T14:05:47-07:00,,,
2521,misc: [pre-commit.ci] pre-commit autoupdate,CI,v25.1.0.0,6f4ba3f38dab84b13411ffc02d6f27705ac86ae8,2025-08-12,3975,1,1,1,1,2,2025-08-12T10:09:29-07:00,2025-08-12T10:09:29-07:00,.pre-commit-config.yaml,.pre-commit-config.yaml,
2522,sim: Remove unneeded headers from debug.cc,移除/弃用,v25.1.0.0,d597d1327516ca11f092cb8b9394dcbd9f535de7,2025-08-12,3976,1,1,0,3,3,2025-08-12T10:10:24-07:00,2025-08-12T10:10:24-07:00,src,sim,
2523,"base, cpu: Add missing virtuals",新增/支持,v25.1.0.0,5def0734d6e84a11b8455ab657e744cf86908007,2025-08-12,3977,1,2,2,0,2,2025-08-12T10:11:54-07:00,2025-08-12T10:11:54-07:00,src,"base, cpu",
